"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
31,"Manzanola School District 3J Director At Large (Vote For 3)","Erica Carroll","",119,14.51,518,363,1,1,"0","0"
32,"Manzanola School District 3J Director At Large (Vote For 3)","Lorraine ''Rainy'' Melgosa","",210,25.61,518,363,1,1,"0","0"
33,"Manzanola School District 3J Director At Large (Vote For 3)","Bradley D. Roe","",119,14.51,518,363,1,1,"0","0"
34,"Manzanola School District 3J Director At Large (Vote For 3)","Larry D. Padilla","",216,26.34,518,363,1,1,"0","0"
35,"City of Rocky Ford Referred Issue 2D (Vote For 1)","Yes/For","",540,62.00,2204,874,3,3,"0","0"
36,"City of Rocky Ford Referred Issue 2D (Vote For 1)","No/Against","",331,38.00,2204,874,3,3,"0","0"
37,"City of Rocky Ford Initiated Issue 2E (Vote For 1)","Yes/For","",614,71.06,2204,874,3,3,"0","0"
38,"City of Rocky Ford Initiated Issue 2E (Vote For 1)","No/Against","",250,28.94,2204,874,3,3,"0","0"
39,"City of Rocky Ford Initiated Ballot Question 2F (Vote For 1)","Yes/For","",459,53.13,2204,874,3,3,"0","0"
40,"City of Rocky Ford Initiated Ballot Question 2F (Vote For 1)","No/Against","",405,46.88,2204,874,3,3,"0","0"
41,"Manzanola School District 3J Ballot Issue 3C (Vote For 1)","Yes/For","",154,42.78,518,363,1,1,"0","0"
42,"Manzanola School District 3J Ballot Issue 3C (Vote For 1)","No/Against","",206,57.22,518,363,1,1,"0","0"
43,"East Otero School District R-1 Bond Question 3D (Vote For 1)","Yes/For","",1599,68.77,5473,2412,4,4,"0","0"
44,"East Otero School District R-1 Bond Question 3D (Vote For 1)","No/Against","",726,31.23,5473,2412,4,4,"0","0"
45,"La Junta Health Service District Ballot Question 5A (Vote For 1)","Yes/For","",1725,86.25,4338,2082,5,5,"0","0"
46,"La Junta Health Service District Ballot Question 5A (Vote For 1)","No/Against","",275,13.75,4338,2082,5,5,"0","0"
47,"La Junta Health Service District Director (2 Year Term) (Vote For 2)","Paul T. Yoder","",1495,57.35,4338,2082,5,5,"0","0"
48,"La Junta Health Service District Director (2 Year Term) (Vote For 2)","Lynn D. Horner","",1112,42.65,4338,2082,5,5,"0","0"
49,"La Junta Health Service District Director (4 Year Term) (Vote For 3)","Diane L. Fowler","",1373,39.35,4338,2082,5,5,"0","0"
50,"La Junta Health Service District Director (4 Year Term) (Vote For 3)","Janet Hill","",1136,32.56,4338,2082,5,5,"0","0"
51,"La Junta Health Service District Director (4 Year Term) (Vote For 3)","Johnnie Deleon Jr","",980,28.09,4338,2082,5,5,"0","0"
52,"La Junta Health Service District Ballot Issue 5B (Vote For 1)","Yes/For","",1627,79.75,4338,2082,5,5,"0","0"
53,"La Junta Health Service District Ballot Issue 5B (Vote For 1)","No/Against","",413,20.25,4338,2082,5,5,"0","0"
