"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num  total","num  rptg","over votes","under votes"
18,"Thompson School District R2-J Board of Education Director District F ( 1)","Barbara Kruse","",18985,98.95,88558,30510,12,12,"0","0"
19,"Thompson School District R2-J Board of Education Director District F ( 1)","Lynn Greer","",202,1.05,88558,30510,8,8,"0","0"
20,"Estes Park School District R-3 School Director At Large ( 2)","Laura Case","",2244,54.02,9262,4244,2,2,"0","0"
21,"Estes Park School District R-3 School Director At Large ( 2)","Danielle Wolf","",1910,45.98,9262,4244,2,2,"0","0"
22,"Weld County School District RE-5J Director District A ( 1)","Cathy Hull","",4,100.00,12,8,1,1,"0","0"
23,"Weld County School District RE-5J Director District C ( 1)","Peggy Wakeman","",4,100.00,12,8,1,1,"0","0"
24,"Weld County School District RE-5J Director District C ( 1)","Rosanna M. Parks","",0,0.00,12,8,1,1,"0","0"
25,"Weld County School District RE-5J Director District E ( 1)","Stephen M. Lydon","",3,60.00,12,8,1,1,"0","0"
26,"Weld County School District RE-5J Director District E ( 1)","Michael D. Wailes","",2,40.00,12,8,1,1,"0","0"
27,"Park Hospital District Board Director May 2018 ( 2)","David Batey","",1844,33.77,9296,4501,3,3,"0","0"
28,"Park Hospital District Board Director May 2018 ( 2)","Linda Hanak","",1391,25.48,9296,4501,3,3,"0","0"
29,"Park Hospital District Board Director May 2018 ( 2)","Sandy Begley","",2012,36.85,9296,4501,3,3,"0","0"
30,"Park Hospital District Board Director May 2018 ( 2)","John Meissner","",213,3.90,9296,4501,2,2,"0","0"
31,"Park Hospital District Board Director May 2020 ( 3)","Monty Miller","",1570,19.10,9296,4501,3,3,"0","0"
32,"Park Hospital District Board Director May 2020 ( 3)","Bill Pinkham","",2073,25.22,9296,4501,3,3,"0","0"
33,"Park Hospital District Board Director May 2020 ( 3)","Bert Bergland","",1246,15.16,9296,4501,3,3,"0","0"
34,"Park Hospital District Board Director May 2020 ( 3)","Bruce Carmichael","",1397,16.99,9296,4501,3,3,"0","0"
35,"Park Hospital District Board Director May 2020 ( 3)","Diane Muno","",1935,23.54,9296,4501,3,3,"0","0"
36,"Larimer County Ballot Issue 1A ( 1)","Yes/For","",49620,58.71,251257,86377,23,23,"0","0"
37,"Larimer County Ballot Issue 1A ( 1)","No/Against","",34903,41.29,251257,86377,23,23,"0","0"
38,"Larimer County Ballot Question 1B ( 1)","Yes/For","",25962,30.67,251257,86377,23,23,"0","0"
39,"Larimer County Ballot Question 1B ( 1)","No/Against","",58685,69.33,251257,86377,23,23,"0","0"
40,"Town of Berthoud Ballot Issue 2A ( 1)","Yes/For","",1136,69.10,5124,1653,1,1,"0","0"
41,"Town of Berthoud Ballot Issue 2A ( 1)","No/Against","",508,30.90,5124,1653,1,1,"0","0"
42,"City Of Fort Collins Ballot Question 2B ( 1)","Yes/For","",21769,57.14,118082,38631,2,2,"0","0"
43,"City Of Fort Collins Ballot Question 2B ( 1)","No/Against","",16328,42.86,118082,38631,2,2,"0","0"
44,"City Of Fort Collins Ballot Question 2C ( 1)","Yes/For","",26247,70.97,118082,38631,2,2,"0","0"
45,"City Of Fort Collins Ballot Question 2C ( 1)","No/Against","",10734,29.03,118082,38631,2,2,"0","0"
46,"Town Of Timnath Ballot Issue 2D ( 1)","Yes/For","",459,40.95,2492,1124,1,1,"0","0"
47,"Town Of Timnath Ballot Issue 2D ( 1)","No/Against","",662,59.05,2492,1124,1,1,"0","0"
48,"Estes Park School District R-3 Ballot Issue 3A ( 1)","Yes/For","",2207,52.40,9262,4244,2,2,"0","0"
49,"Estes Park School District R-3 Ballot Issue 3A ( 1)","No/Against","",2005,47.60,9262,4244,2,2,"0","0"
50,"Larimer County Public Improvement District Ballot Issue 5A ( 1)","Yes/For","",75,66.96,131,112,3,3,"0","0"
51,"Larimer County Public Improvement District Ballot Issue 5A ( 1)","No/Against","",37,33.04,131,112,3,3,"0","0"
52,"Wellington Fire Protection District Ballot Issue 5B ( 1)","Yes/For","",1597,61.14,8468,2632,2,2,"0","0"
53,"Wellington Fire Protection District Ballot Issue 5B ( 1)","No/Against","",1015,38.86,8468,2632,2,2,"0","0"
54,"Loveland Downtown Development Authority Ballot Issue 5C ( 1)","Yes/For","",180,53.41,610,338,5,5,"0","0"
55,"Loveland Downtown Development Authority Ballot Issue 5C ( 1)","No/Against","",157,46.59,610,338,5,5,"0","0"
